month,year,town,flat_type,block,street_name,address,storey_range,storey,floor_area_sqm,flat_model,lease_commence_date,lease_remaining,resale_price,distance_mrt,distance_towncentre,park,near_pop_sch,connected,period
2013-01,2013,TAMPINES,3 ROOM,808,TAMPINES AVE 4,808 TAMPINES AVE 4,04 TO 06,5,73,Model A,1984,70,355000,0.29,1.24,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,850,TAMPINES ST 82,850 TAMPINES ST 82,04 TO 06,5,64,Simplified,1986,72,330000,0.81,0.81,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,850,TAMPINES ST 82,850 TAMPINES ST 82,01 TO 03,2,64,Simplified,1986,72,355000,0.81,0.81,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,828,TAMPINES ST 81,828 TAMPINES ST 81,04 TO 06,5,67,New Generation,1987,73,324000,0.51,1.13,0,1,1,2
2013-01,2013,TAMPINES,4 ROOM,866,TAMPINES ST 83,866 TAMPINES ST 83,07 TO 09,8,106,Model A,1989,75,472000,0.94,0.94,0,1,1,2
2013-01,2013,TAMPINES,4 ROOM,839,TAMPINES ST 83,839 TAMPINES ST 83,04 TO 06,5,84,Simplified,1985,71,415000,0.76,1.04,0,1,1,2
2013-01,2013,TAMPINES,4 ROOM,837,TAMPINES ST 83,837 TAMPINES ST 83,01 TO 03,2,104,Model A,1985,71,455000,0.74,1.07,0,1,1,2
2013-01,2013,TAMPINES,5 ROOM,736,TAMPINES ST 72,736 TAMPINES ST 72,07 TO 09,8,121,Improved,1997,83,583000,1.05,1.05,0,0,0,2
2013-01,2013,TAMPINES,5 ROOM,731,TAMPINES ST 71,731 TAMPINES ST 71,10 TO 12,11,120,Improved,1997,83,592000,1.01,1.01,0,1,0,2
2013-01,2013,TAMPINES,5 ROOM,868,TAMPINES ST 83,868 TAMPINES ST 83,04 TO 06,5,121,Improved,1989,75,516000,0.97,0.97,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,826,TAMPINES ST 81,826 TAMPINES ST 81,01 TO 03,2,67,New Generation,1987,73,360000,0.68,1.22,0,1,1,2
2013-01,2013,TAMPINES,EXECUTIVE,739,TAMPINES ST 72,739 TAMPINES ST 72,07 TO 09,8,140,Apartment,1997,83,705000,1.17,1.17,0,0,0,2
2013-01,2013,TAMPINES,3 ROOM,884,TAMPINES ST 83,884 TAMPINES ST 83,01 TO 03,2,74,Model A,1988,74,362000,0.93,1.22,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,884,TAMPINES ST 83,884 TAMPINES ST 83,10 TO 12,11,74,Model A,1988,74,368500,0.93,1.22,0,1,1,2
2013-01,2013,TAMPINES,3 ROOM,894A,TAMPINES ST 81,894A TAMPINES ST 81,04 TO 06,5,74,Model A,1988,74,360000,0.77,1.46,0,1,1,2
2013-01,2013,TAMPINES,EXECUTIVE,894,TAMPINES ST 81,894 TAMPINES ST 81,07 TO 09,8,142,Apartment,1989,75,693000,0.8,1.41,0,1,1,2
2013-01,2013,TAMPINES,4 ROOM,880,TAMPINES AVE 8,880 TAMPINES AVE 8,01 TO 03,2,108,Model A,1988,74,474000,1.01,1.36,0,1,0,2
2013-01,2013,TAMPINES,5 ROOM,889A,TAMPINES ST 81,889A TAMPINES ST 81,13 TO 15,14,122,Improved,1989,75,638000,0.9,1.44,0,1,1,2
2013-01,2013,TAMPINES,EXECUTIVE,893A,TAMPINES AVE 8,893A TAMPINES AVE 8,04 TO 06,5,137,Apartment,1997,83,720000,0.91,1.57,0,1,1,2
2013-01,2013,TAMPINES,EXECUTIVE,892A,TAMPINES AVE 8,892A TAMPINES AVE 8,13 TO 15,14,141,Apartment,1997,83,758000,1.06,1.65,0,1,0,2
2013-01,2013,TAMPINES,EXECUTIVE,892,TAMPINES AVE 8,892 TAMPINES AVE 8,04 TO 06,5,140,Apartment,1997,83,680000,1.13,1.69,0,1,0,2
2013-02,2013,TAMPINES,5 ROOM,346,TAMPINES ST 33,346 TAMPINES ST 33,04 TO 06,5,134,Model A,1996,82,537000,1.03,2.2,0,0,0,2
2013-02,2013,TAMPINES,4 ROOM,345,TAMPINES ST 33,345 TAMPINES ST 33,01 TO 03,2,111,Model A,1996,82,447000,0.98,2.18,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,342,TAMPINES ST 33,342 TAMPINES ST 33,01 TO 03,2,111,Model A,1995,81,430000,0.98,2.14,0,0,1,2
2013-02,2013,TAMPINES,EXECUTIVE,336,TAMPINES ST 32,336 TAMPINES ST 32,07 TO 09,8,150,Apartment,1996,82,690000,0.73,1.93,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,386,TAMPINES ST 32,386 TAMPINES ST 32,01 TO 03,2,135,Model A,1993,79,573000,0.47,1.74,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,487A,TAMPINES AVE 9,487A TAMPINES AVE 9,01 TO 03,2,105,Model A,1989,75,480000,0.52,1.72,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,486A,TAMPINES AVE 9,486A TAMPINES AVE 9,10 TO 12,11,128,Improved,1993,79,550000,0.48,1.67,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,489C,TAMPINES ST 45,489C TAMPINES ST 45,01 TO 03,2,121,Improved,1989,75,504000,0.66,1.67,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,319,TAMPINES ST 33,319 TAMPINES ST 33,04 TO 06,5,112,Model A,1995,81,440000,0.59,1.56,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,488A,TAMPINES AVE 9,488A TAMPINES AVE 9,04 TO 06,5,104,Model A,1989,75,445000,0.46,1.59,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,296,TAMPINES ST 22,296 TAMPINES ST 22,04 TO 06,5,67,New Generation,1985,71,362000,0.59,1.47,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,291,TAMPINES ST 22,291 TAMPINES ST 22,04 TO 06,5,73,Model A,1984,70,365000,0.68,1.46,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,211,TAMPINES ST 23,211 TAMPINES ST 23,04 TO 06,5,67,New Generation,1985,71,360500,0.23,1.31,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,467,TAMPINES ST 44,467 TAMPINES ST 44,04 TO 06,5,105,Model A,1987,73,492000,0.42,1.41,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,458,TAMPINES ST 42,458 TAMPINES ST 42,07 TO 09,8,84,Simplified,1988,74,430000,0.2,1.33,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,226,TAMPINES ST 23,226 TAMPINES ST 23,07 TO 09,8,73,Model A,1985,71,420000,0.11,1.2,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,215,TAMPINES ST 23,215 TAMPINES ST 23,01 TO 03,2,67,New Generation,1985,71,350000,0.24,1.13,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,450G,TAMPINES ST 42,450G TAMPINES ST 42,07 TO 09,8,124,Improved,1996,82,559000,0.3,1.15,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,494C,TAMPINES ST 43,494C TAMPINES ST 43,04 TO 06,5,124,Improved,1993,79,537000,0.86,1.41,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,202,TAMPINES ST 21,202 TAMPINES ST 21,10 TO 12,11,75,Model A,1983,69,388000,0.45,1.05,0,0,1,2
2013-02,2013,TAMPINES,EXECUTIVE,495D,TAMPINES ST 43,495D TAMPINES ST 43,01 TO 03,2,148,Apartment,1994,80,620000,0.88,1.38,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,437,TAMPINES ST 43,437 TAMPINES ST 43,01 TO 03,2,74,Model A,1986,72,362000,0.54,1.1,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,444,TAMPINES ST 42,444 TAMPINES ST 42,10 TO 12,11,74,Model A,1985,71,389000,0.44,0.99,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,448,TAMPINES ST 42,448 TAMPINES ST 42,01 TO 03,2,104,Model A,1985,71,480888,0.43,0.92,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,267,TAMPINES ST 21,267 TAMPINES ST 21,01 TO 03,2,75,Model A,1983,69,381000,0.84,0.84,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,425,TAMPINES ST 41,425 TAMPINES ST 41,07 TO 09,8,122,Improved,1985,71,547000,0.71,0.71,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,418,TAMPINES ST 41,418 TAMPINES ST 41,04 TO 06,5,74,Model A,1985,71,390000,0.62,0.62,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,237,TAMPINES ST 21,237 TAMPINES ST 21,01 TO 03,2,73,Model A,1984,70,420000,0.46,0.46,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,411,TAMPINES ST 41,411 TAMPINES ST 41,01 TO 03,2,69,Improved,1985,71,365000,0.57,0.57,0,0,1,2
2013-02,2013,TAMPINES,5 ROOM,411,TAMPINES ST 41,411 TAMPINES ST 41,04 TO 06,5,138,Model A,1985,71,605000,0.57,0.57,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,410,TAMPINES ST 41,410 TAMPINES ST 41,04 TO 06,5,69,Improved,1985,71,393000,0.54,0.54,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,164,TAMPINES ST 12,164 TAMPINES ST 12,01 TO 03,2,74,Model A,1984,70,388000,0.71,0.71,0,0,1,2
2013-02,2013,TAMPINES,3 ROOM,164,TAMPINES ST 12,164 TAMPINES ST 12,04 TO 06,5,78,Model A,1984,70,425000,0.71,0.71,0,0,1,2
2013-02,2013,TAMPINES,EXECUTIVE,943,TAMPINES AVE 5,943 TAMPINES AVE 5,01 TO 03,2,146,Maisonette,1988,74,700000,0.57,0.57,0,1,1,2
2013-02,2013,TAMPINES,3 ROOM,930,TAMPINES ST 91,930 TAMPINES ST 91,04 TO 06,5,73,Model A,1984,70,365000,0.14,1.09,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,902,TAMPINES AVE 4,902 TAMPINES AVE 4,07 TO 09,8,104,Model A,1984,70,500000,0.61,0.61,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,902,TAMPINES AVE 4,902 TAMPINES AVE 4,01 TO 03,2,109,Model A,1984,70,515000,0.61,0.61,0,1,1,2
2013-02,2013,TAMPINES,EXECUTIVE,856B,TAMPINES ST 82,856B TAMPINES ST 82,04 TO 06,5,146,Apartment,1995,81,738000,0.61,0.61,0,1,1,2
2013-02,2013,TAMPINES,5 ROOM,842D,TAMPINES ST 82,842D TAMPINES ST 82,01 TO 03,2,137,Model A,1995,81,610000,0.57,0.77,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,842B,TAMPINES ST 82,842B TAMPINES ST 82,07 TO 09,8,107,Model A,1995,81,512000,0.67,0.81,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,842B,TAMPINES ST 82,842B TAMPINES ST 82,13 TO 15,14,107,Model A,1995,81,550000,0.67,0.81,0,1,1,2
2013-02,2013,TAMPINES,3 ROOM,818,TAMPINES ST 81,818 TAMPINES ST 81,07 TO 09,8,73,Model A,1984,70,375000,0.32,1.05,0,1,1,2
2013-02,2013,TAMPINES,3 ROOM,813,TAMPINES ST 81,813 TAMPINES ST 81,01 TO 03,2,73,Model A,1984,70,369000,0.27,1.16,0,1,1,2
2013-02,2013,TAMPINES,5 ROOM,720,TAMPINES ST 72,720 TAMPINES ST 72,10 TO 12,11,119,Improved,1997,83,561000,0.9,0.9,0,0,1,2
2013-02,2013,TAMPINES,4 ROOM,842,TAMPINES ST 82,842 TAMPINES ST 82,10 TO 12,11,84,Simplified,1986,72,435000,0.75,0.88,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,897A,TAMPINES ST 81,897A TAMPINES ST 81,01 TO 03,2,104,Model A,1988,74,455000,0.41,1.21,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,723,TAMPINES ST 72,723 TAMPINES ST 72,13 TO 15,14,99,Model A,1997,83,500000,1.03,1.03,0,0,0,2
2013-02,2013,TAMPINES,5 ROOM,731,TAMPINES ST 71,731 TAMPINES ST 71,10 TO 12,11,123,Improved,1997,83,593000,1.01,1.01,0,1,0,2
2013-02,2013,TAMPINES,3 ROOM,827,TAMPINES ST 81,827 TAMPINES ST 81,04 TO 06,5,67,New Generation,1987,73,345000,0.7,1.19,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,870,TAMPINES ST 83,870 TAMPINES ST 83,07 TO 09,8,104,Model A,1989,75,460000,1.06,1.06,0,1,0,2
2013-02,2013,TAMPINES,4 ROOM,886,TAMPINES ST 83,886 TAMPINES ST 83,01 TO 03,2,104,Model A,1988,74,453000,0.93,1.29,0,1,1,2
2013-02,2013,TAMPINES,4 ROOM,891A,TAMPINES AVE 8,891A TAMPINES AVE 8,13 TO 15,14,100,Model A,1997,83,490000,0.91,1.52,0,1,1,2
2013-03,2013,TAMPINES,4 ROOM,351,TAMPINES ST 33,351 TAMPINES ST 33,04 TO 06,5,106,Model A,1996,82,453000,0.97,2.21,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,360,TAMPINES ST 34,360 TAMPINES ST 34,04 TO 06,5,121,Improved,1996,82,538000,0.85,2.14,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,355,TAMPINES ST 33,355 TAMPINES ST 33,01 TO 03,2,107,Model A,1996,82,443800,0.77,2.06,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,367,TAMPINES ST 34,367 TAMPINES ST 34,07 TO 09,8,102,Model A,1997,83,450000,0.66,1.95,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,497D,TAMPINES ST 45,497D TAMPINES ST 45,07 TO 09,8,122,Premium Apartment,1996,82,560000,0.58,1.84,0,0,1,2
2013-03,2013,TAMPINES,EXECUTIVE,497F,TAMPINES ST 45,497F TAMPINES ST 45,01 TO 03,2,144,Premium Apartment,1996,82,692500,0.63,1.85,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,374,TAMPINES ST 34,374 TAMPINES ST 34,01 TO 03,2,105,Model A,1995,81,448000,0.43,1.73,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,497C,TAMPINES ST 45,497C TAMPINES ST 45,07 TO 09,8,102,Premium Apartment,1996,82,503000,0.5,1.77,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,498F,TAMPINES ST 45,498F TAMPINES ST 45,01 TO 03,2,124,Premium Apartment,1997,83,526000,0.77,1.89,0,0,1,2
2013-03,2013,TAMPINES,EXECUTIVE,327,TAMPINES ST 32,327 TAMPINES ST 32,10 TO 12,11,148,Apartment,1995,81,670000,0.6,1.75,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,390,TAMPINES AVE 7,390 TAMPINES AVE 7,01 TO 03,2,137,Model A,1994,80,540000,0.34,1.64,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,316,TAMPINES ST 33,316 TAMPINES ST 33,04 TO 06,5,128,Improved,1995,81,536000,0.61,1.7,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,486B,TAMPINES AVE 9,486B TAMPINES AVE 9,01 TO 03,2,124,Improved,1993,79,538500,0.42,1.6,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,298,TAMPINES ST 22,298 TAMPINES ST 22,01 TO 03,2,121,Improved,1985,71,510000,0.49,1.36,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,226,TAMPINES ST 23,226 TAMPINES ST 23,01 TO 03,2,73,Model A,1985,71,385000,0.11,1.2,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,226,TAMPINES ST 23,226 TAMPINES ST 23,10 TO 12,11,105,Model A,1985,71,500000,0.11,1.2,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,214,TAMPINES ST 23,214 TAMPINES ST 23,10 TO 12,11,67,New Generation,1985,71,366000,0.21,1.17,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,450D,TAMPINES ST 42,450D TAMPINES ST 42,07 TO 09,8,123,Improved,1996,82,550000,0.22,1.12,1,0,1,2
2013-03,2013,TAMPINES,3 ROOM,218,TAMPINES ST 24,218 TAMPINES ST 24,04 TO 06,5,73,Model A,1985,71,376000,0.31,1.06,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,203,TAMPINES ST 21,203 TAMPINES ST 21,04 TO 06,5,79,Model A,1983,69,396000,0.5,1.1,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,203,TAMPINES ST 21,203 TAMPINES ST 21,07 TO 09,8,75,Model A,1983,69,404000,0.5,1.1,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,493A,TAMPINES AVE 9,493A TAMPINES AVE 9,07 TO 09,8,125,Improved,1993,79,555000,0.76,1.33,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,205,TAMPINES ST 21,205 TAMPINES ST 21,04 TO 06,5,75,Model A,1983,69,380000,0.58,1.07,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,217,TAMPINES ST 23,217 TAMPINES ST 23,10 TO 12,11,67,New Generation,1986,72,358000,0.38,0.98,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,280,TAMPINES ST 22,280 TAMPINES ST 22,07 TO 09,8,104,Model A,1984,70,484000,1.01,1.27,0,0,0,2
2013-03,2013,TAMPINES,4 ROOM,444,TAMPINES ST 42,444 TAMPINES ST 42,07 TO 09,8,105,Model A,1985,71,463000,0.44,0.99,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,439,TAMPINES ST 43,439 TAMPINES ST 43,01 TO 03,2,64,Simplified,1987,73,347000,0.61,1.07,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,263,TAMPINES ST 21,263 TAMPINES ST 21,01 TO 03,2,105,Model A,1984,70,487000,0.52,0.91,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,261,TAMPINES ST 21,261 TAMPINES ST 21,10 TO 12,11,105,Model A,1984,70,540000,0.45,0.9,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,273,TAMPINES ST 22,273 TAMPINES ST 22,07 TO 09,8,105,Model A,1984,70,500000,0.95,1.09,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,272,TAMPINES ST 22,272 TAMPINES ST 22,10 TO 12,11,103,Model A,1984,70,495000,0.93,1.04,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,496E,TAMPINES AVE 9,496E TAMPINES AVE 9,13 TO 15,14,126,Improved,1993,79,585000,0.76,1,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,271,TAMPINES ST 21,271 TAMPINES ST 21,04 TO 06,5,75,Model A,1984,70,398500,0.87,0.9,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,109,TAMPINES ST 11,109 TAMPINES ST 11,10 TO 12,11,107,Model A,1984,70,480000,1.06,1.06,0,0,0,2
2013-03,2013,TAMPINES,5 ROOM,232,TAMPINES ST 21,232 TAMPINES ST 21,04 TO 06,5,121,Improved,1985,71,565000,0.65,0.65,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,270,TAMPINES ST 21,270 TAMPINES ST 21,01 TO 03,2,75,Model A,1985,71,375000,0.87,0.87,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,270,TAMPINES ST 21,270 TAMPINES ST 21,07 TO 09,8,75,Model A,1985,71,395000,0.87,0.87,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,108,TAMPINES ST 11,108 TAMPINES ST 11,10 TO 12,11,74,Model A,1984,70,393000,1.02,1.02,0,0,0,2
2013-03,2013,TAMPINES,4 ROOM,251,TAMPINES ST 21,251 TAMPINES ST 21,10 TO 12,11,103,Model A,1985,71,522000,0.65,0.65,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,269,TAMPINES ST 21,269 TAMPINES ST 21,01 TO 03,2,75,Model A,1984,70,385000,0.78,0.78,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,107,TAMPINES ST 11,107 TAMPINES ST 11,04 TO 06,5,74,Model A,1984,70,387000,0.94,0.94,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,113,TAMPINES ST 11,113 TAMPINES ST 11,04 TO 06,5,79,Model A,1982,68,382000,0.89,1.02,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,412,TAMPINES ST 41,412 TAMPINES ST 41,10 TO 12,11,60,Improved,1985,71,344000,0.6,0.6,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,103,TAMPINES ST 11,103 TAMPINES ST 11,07 TO 09,8,104,Model A,1982,68,480000,0.89,0.9,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,159,TAMPINES ST 12,159 TAMPINES ST 12,07 TO 09,8,91,New Generation,1984,70,490000,0.56,0.56,1,0,1,2
2013-03,2013,TAMPINES,4 ROOM,164,TAMPINES ST 12,164 TAMPINES ST 12,01 TO 03,2,105,Model A,1984,70,508000,0.71,0.71,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,406,TAMPINES ST 41,406 TAMPINES ST 41,01 TO 03,2,89,Simplified,1986,72,449000,0.46,0.46,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,508,TAMPINES CTRL 1,508 TAMPINES CTRL 1,01 TO 03,2,103,Model A,1989,75,535000,0.29,0.29,0,0,1,2
2013-03,2013,TAMPINES,5 ROOM,160,TAMPINES ST 12,160 TAMPINES ST 12,01 TO 03,2,121,Improved,1984,70,575000,0.54,0.54,1,1,1,2
2013-03,2013,TAMPINES,3 ROOM,405,TAMPINES ST 41,405 TAMPINES ST 41,07 TO 09,8,60,Improved,1985,71,335000,0.36,0.36,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,405,TAMPINES ST 41,405 TAMPINES ST 41,10 TO 12,11,60,Improved,1985,71,350000,0.36,0.36,0,0,1,2
2013-03,2013,TAMPINES,3 ROOM,139,TAMPINES ST 11,139 TAMPINES ST 11,01 TO 03,2,76,Model A,1984,70,370000,0.69,0.93,0,1,1,2
2013-03,2013,TAMPINES,3 ROOM,150,TAMPINES ST 12,150 TAMPINES ST 12,04 TO 06,5,73,Model A,1984,70,410000,0.46,0.46,0,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,148,TAMPINES AVE 5,148 TAMPINES AVE 5,01 TO 03,2,150,Maisonette,1985,71,755000,0.51,0.51,1,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,940,TAMPINES AVE 5,940 TAMPINES AVE 5,01 TO 03,2,146,Maisonette,1989,75,675000,0.52,0.69,1,1,1,2
2013-03,2013,TAMPINES,4 ROOM,921,TAMPINES ST 91,921 TAMPINES ST 91,01 TO 03,2,104,Model A,1984,70,476000,0.39,0.81,1,1,1,2
2013-03,2013,TAMPINES,4 ROOM,933,TAMPINES ST 91,933 TAMPINES ST 91,04 TO 06,5,107,Model A,1985,71,490000,0.04,1.19,0,1,1,2
2013-03,2013,TAMPINES,4 ROOM,933,TAMPINES ST 91,933 TAMPINES ST 91,04 TO 06,5,104,Model A,1985,71,493000,0.04,1.19,0,1,1,2
2013-03,2013,TAMPINES,4 ROOM,861A,TAMPINES AVE 5,861A TAMPINES AVE 5,10 TO 12,11,104,Model A,1988,74,470000,0.64,0.64,0,1,1,2
2013-03,2013,TAMPINES,5 ROOM,705,TAMPINES ST 71,705 TAMPINES ST 71,16 TO 18,17,120,Improved,1997,83,590000,0.69,0.69,0,1,1,2
2013-03,2013,TAMPINES,5 ROOM,704,TAMPINES ST 71,704 TAMPINES ST 71,13 TO 15,14,119,Improved,1997,83,603000,0.67,0.67,0,1,1,2
2013-03,2013,TAMPINES,5 ROOM,716,TAMPINES ST 71,716 TAMPINES ST 71,04 TO 06,5,119,Improved,1997,83,565000,0.85,0.85,0,0,1,2
2013-03,2013,TAMPINES,4 ROOM,854,TAMPINES ST 82,854 TAMPINES ST 82,07 TO 09,8,104,Model A,1985,71,480000,0.75,0.75,0,1,1,2
2013-03,2013,TAMPINES,3 ROOM,814,TAMPINES ST 81,814 TAMPINES ST 81,04 TO 06,5,73,Model A,1984,70,371000,0.28,1.12,0,1,1,2
2013-03,2013,TAMPINES,3 ROOM,820,TAMPINES ST 81,820 TAMPINES ST 81,04 TO 06,5,68,New Generation,1984,70,330000,0.37,1.11,0,1,1,2
2013-03,2013,TAMPINES,3 ROOM,850,TAMPINES ST 82,850 TAMPINES ST 82,01 TO 03,2,64,Simplified,1986,72,348000,0.81,0.81,0,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,863,TAMPINES ST 83,863 TAMPINES ST 83,01 TO 03,2,154,Maisonette,1988,74,680000,0.74,0.74,0,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,857,TAMPINES ST 83,857 TAMPINES ST 83,01 TO 03,2,146,Maisonette,1988,74,642000,0.79,0.79,1,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,857,TAMPINES ST 83,857 TAMPINES ST 83,01 TO 03,2,146,Maisonette,1988,74,660000,0.79,0.79,1,1,1,2
2013-03,2013,TAMPINES,3 ROOM,899,TAMPINES ST 81,899 TAMPINES ST 81,01 TO 03,2,74,Model A,1988,74,352000,0.35,1.27,0,1,1,2
2013-03,2013,TAMPINES,4 ROOM,838,TAMPINES ST 82,838 TAMPINES ST 82,04 TO 06,5,104,Model A,1985,71,462000,0.68,0.98,0,1,1,2
2013-03,2013,TAMPINES,5 ROOM,724,TAMPINES ST 71,724 TAMPINES ST 71,01 TO 03,2,125,Improved,1997,83,592000,0.93,0.93,0,1,1,2
2013-03,2013,TAMPINES,3 ROOM,898,TAMPINES ST 81,898 TAMPINES ST 81,10 TO 12,11,74,Model A,1988,74,355000,0.45,1.26,0,1,1,2
2013-03,2013,TAMPINES,5 ROOM,736,TAMPINES ST 72,736 TAMPINES ST 72,10 TO 12,11,121,Improved,1997,83,590000,1.05,1.05,0,0,0,2
2013-03,2013,TAMPINES,4 ROOM,897,TAMPINES ST 81,897 TAMPINES ST 81,04 TO 06,5,104,Model A,1988,74,460000,0.53,1.28,0,1,1,2
2013-03,2013,TAMPINES,4 ROOM,867,TAMPINES ST 83,867 TAMPINES ST 83,04 TO 06,5,104,Model A,1989,75,470000,1,1,0,1,0,2
2013-03,2013,TAMPINES,4 ROOM,867,TAMPINES ST 83,867 TAMPINES ST 83,07 TO 09,8,104,Model A,1989,75,481500,1,1,0,1,0,2
2013-03,2013,TAMPINES,4 ROOM,891,TAMPINES AVE 8,891 TAMPINES AVE 8,10 TO 12,11,101,Model A,1997,83,503000,0.91,1.49,0,1,1,2
2013-03,2013,TAMPINES,EXECUTIVE,893,TAMPINES AVE 8,893 TAMPINES AVE 8,07 TO 09,8,142,Maisonette,1997,83,740000,1,1.6,0,1,0,2
2013-04,2013,TAMPINES,4 ROOM,347,TAMPINES ST 33,347 TAMPINES ST 33,01 TO 03,2,105,Model A,1996,82,430000,1.06,2.27,0,0,0,2
2013-04,2013,TAMPINES,5 ROOM,361,TAMPINES ST 34,361 TAMPINES ST 34,07 TO 09,8,128,Improved,1996,82,540000,0.9,2.2,0,0,1,2
2013-04,2013,TAMPINES,4 ROOM,360,TAMPINES ST 34,360 TAMPINES ST 34,07 TO 09,8,107,Model A,1996,82,455000,0.85,2.14,0,0,1,2
2013-04,2013,TAMPINES,5 ROOM,360,TAMPINES ST 34,360 TAMPINES ST 34,01 TO 03,2,121,Improved,1996,82,543000,0.85,2.14,0,0,1,2
2013-04,2013,TAMPINES,4 ROOM,359,TAMPINES ST 34,359 TAMPINES ST 34,01 TO 03,2,103,Model A,1996,82,441000,0.79,2.09,0,0,1,2
2013-04,2013,TAMPINES,4 ROOM,366,TAMPINES ST 34,366 TAMPINES ST 34,01 TO 03,2,100,Model A,1997,83,440000,0.77,2.06,0,0,1,2
