month,year,town,flat_type,block,street_name,address,storey_range,storey,floor_area_sqm,flat_model,lease_commence_date,lease_remaining,resale_price,distance_mrt,distance_towncentre,park,near_pop_sch,connected,period
2009-01,2009,TAMPINES,4 ROOM,348,TAMPINES ST 33,348 TAMPINES ST 33,04 TO 06,5,108,Model A,1996,86,300000,1.05,2.28,0,0,0,1
2009-01,2009,TAMPINES,4 ROOM,353,TAMPINES ST 33,353 TAMPINES ST 33,07 TO 09,8,107,Model A,1996,86,323000,0.94,2.22,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,350,TAMPINES ST 33,350 TAMPINES ST 33,07 TO 09,8,122,Improved,1996,86,380000,0.98,2.24,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,351,TAMPINES ST 33,351 TAMPINES ST 33,01 TO 03,2,107,Model A,1996,86,313000,0.97,2.21,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,361,TAMPINES ST 34,361 TAMPINES ST 34,04 TO 06,5,108,Model A,1996,86,300000,0.9,2.2,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,346,TAMPINES ST 33,346 TAMPINES ST 33,07 TO 09,8,123,Improved,1996,86,374000,1.03,2.2,0,0,0,1
2009-01,2009,TAMPINES,5 ROOM,359,TAMPINES ST 34,359 TAMPINES ST 34,07 TO 09,8,121,Improved,1996,86,405000,0.79,2.09,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,358,TAMPINES ST 33,358 TAMPINES ST 33,04 TO 06,5,107,Model A,1996,86,319000,0.72,1.99,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,364,TAMPINES ST 34,364 TAMPINES ST 34,01 TO 03,2,100,Model A,1997,87,312000,0.6,1.89,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,323,TAMPINES ST 33,323 TAMPINES ST 33,01 TO 03,2,112,Model A,1995,85,340000,0.63,1.74,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,391,TAMPINES AVE 7,391 TAMPINES AVE 7,07 TO 09,8,137,Model A,1994,84,390000,0.36,1.64,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,391,TAMPINES AVE 7,391 TAMPINES AVE 7,04 TO 06,5,127,Improved,1994,84,418000,0.36,1.64,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,316,TAMPINES ST 33,316 TAMPINES ST 33,01 TO 03,2,126,Improved,1995,85,372000,0.61,1.7,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,321,TAMPINES ST 33,321 TAMPINES ST 33,01 TO 03,2,109,Model A,1995,85,313000,0.68,1.67,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,312,TAMPINES ST 33,312 TAMPINES ST 33,10 TO 12,11,142,Apartment,1993,83,480000,0.47,1.59,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,313,TAMPINES ST 33,313 TAMPINES ST 33,04 TO 06,5,145,Apartment,1993,83,486000,0.53,1.59,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,396,TAMPINES AVE 7,396 TAMPINES AVE 7,07 TO 09,8,107,Model A,1994,84,310000,0.21,1.5,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,289,TAMPINES ST 22,289 TAMPINES ST 22,01 TO 03,2,121,Improved,1985,75,325000,0.74,1.5,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,227,TAMPINES ST 23,227 TAMPINES ST 23,04 TO 06,5,67,New Generation,1986,76,260000,0.17,1.33,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,295,TAMPINES ST 22,295 TAMPINES ST 22,04 TO 06,5,73,Model A,1984,74,263000,0.59,1.41,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,491F,TAMPINES ST 45,491F TAMPINES ST 45,10 TO 12,11,105,Model A,1993,83,343888,0.76,1.58,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,211,TAMPINES ST 23,211 TAMPINES ST 23,01 TO 03,2,67,New Generation,1985,75,237000,0.23,1.31,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,297,TAMPINES ST 22,297 TAMPINES ST 22,04 TO 06,5,73,Model A,1984,74,255000,0.55,1.38,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,467,TAMPINES ST 44,467 TAMPINES ST 44,01 TO 03,2,104,Model A,1987,77,310000,0.42,1.41,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,469,TAMPINES ST 44,469 TAMPINES ST 44,01 TO 03,2,74,Model A,1985,75,245000,0.46,1.42,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,287,TAMPINES ST 22,287 TAMPINES ST 22,07 TO 09,8,104,Model A,1984,74,345000,0.77,1.39,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,287,TAMPINES ST 22,287 TAMPINES ST 22,01 TO 03,2,104,Model A,1984,74,310000,0.77,1.39,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,459,TAMPINES ST 42,459 TAMPINES ST 42,01 TO 03,2,84,Simplified,1987,77,275000,0.25,1.28,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,225,TAMPINES ST 23,225 TAMPINES ST 23,07 TO 09,8,105,Model A,1984,74,358000,0.13,1.23,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,226,TAMPINES ST 23,226 TAMPINES ST 23,04 TO 06,5,73,Model A,1985,75,253000,0.11,1.2,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,492D,TAMPINES ST 45,492D TAMPINES ST 45,07 TO 09,8,133,Model A,1993,83,384000,0.83,1.53,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,210,TAMPINES ST 23,210 TAMPINES ST 23,10 TO 12,11,98,New Generation,1985,75,333000,0.24,1.26,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,492C,TAMPINES ST 45,492C TAMPINES ST 45,13 TO 15,14,124,Improved,1993,83,346000,0.81,1.5,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,450E,TAMPINES ST 42,450E TAMPINES ST 42,01 TO 03,2,105,Model A,1996,86,318000,0.23,1.15,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,283,TAMPINES ST 22,283 TAMPINES ST 22,01 TO 03,2,74,Model A,1984,74,260000,0.85,1.32,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,284,TAMPINES ST 22,284 TAMPINES ST 22,04 TO 06,5,103,Model A,1984,74,318000,0.82,1.26,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,218,TAMPINES ST 24,218 TAMPINES ST 24,04 TO 06,5,104,Model A,1985,75,327000,0.31,1.06,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,282,TAMPINES ST 22,282 TAMPINES ST 22,07 TO 09,8,102,Model A,1984,74,340000,0.96,1.33,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,202,TAMPINES ST 21,202 TAMPINES ST 21,10 TO 12,11,75,Model A,1983,73,279000,0.45,1.05,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,493E,TAMPINES ST 43,493E TAMPINES ST 43,10 TO 12,11,124,Improved,1993,83,365000,0.77,1.3,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,493E,TAMPINES ST 43,493E TAMPINES ST 43,10 TO 12,11,123,Improved,1993,83,383000,0.77,1.3,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,217,TAMPINES ST 23,217 TAMPINES ST 23,10 TO 12,11,92,New Generation,1986,76,293000,0.38,0.98,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,436,TAMPINES ST 43,436 TAMPINES ST 43,01 TO 03,2,74,Model A,1986,76,252000,0.51,1.08,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,438,TAMPINES ST 43,438 TAMPINES ST 43,01 TO 03,2,74,Model A,1985,75,243000,0.58,1.11,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,433,TAMPINES ST 43,433 TAMPINES ST 43,07 TO 09,8,89,Simplified,1987,77,305000,0.51,1,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,263,TAMPINES ST 21,263 TAMPINES ST 21,07 TO 09,8,74,Model A,1984,74,283000,0.52,0.91,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,275,TAMPINES ST 22,275 TAMPINES ST 22,04 TO 06,5,73,Model A,1985,75,265000,1.03,1.15,0,0,0,1
2009-01,2009,TAMPINES,4 ROOM,275,TAMPINES ST 22,275 TAMPINES ST 22,07 TO 09,8,103,Model A,1985,75,325000,1.03,1.15,0,0,0,1
2009-01,2009,TAMPINES,4 ROOM,275,TAMPINES ST 22,275 TAMPINES ST 22,07 TO 09,8,105,Model A,1985,75,340000,1.03,1.15,0,0,0,1
2009-01,2009,TAMPINES,4 ROOM,273,TAMPINES ST 22,273 TAMPINES ST 22,10 TO 12,11,103,Model A,1984,74,339000,0.95,1.09,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,496C,TAMPINES ST 43,496C TAMPINES ST 43,04 TO 06,5,121,Improved,1993,83,350000,0.81,1.12,0,0,1,1
2009-01,2009,TAMPINES,5 ROOM,496C,TAMPINES ST 43,496C TAMPINES ST 43,07 TO 09,8,125,Improved,1993,83,375000,0.81,1.12,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,266,TAMPINES ST 21,266 TAMPINES ST 21,04 TO 06,5,109,Model A,1984,74,369000,0.67,0.89,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,430,TAMPINES ST 41,430 TAMPINES ST 41,04 TO 06,5,148,Maisonette,1986,76,447000,0.61,0.84,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,274,TAMPINES ST 22,274 TAMPINES ST 22,07 TO 09,8,73,Model A,1984,74,278000,1.02,1.08,0,0,0,1
2009-01,2009,TAMPINES,EXECUTIVE,125,TAMPINES ST 11,125 TAMPINES ST 11,10 TO 12,11,146,Maisonette,1985,75,505000,1.21,1.26,0,0,0,1
2009-01,2009,TAMPINES,3 ROOM,271,TAMPINES ST 21,271 TAMPINES ST 21,04 TO 06,5,75,Model A,1984,74,265000,0.87,0.9,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,110,TAMPINES ST 11,110 TAMPINES ST 11,04 TO 06,5,74,Model A,1984,74,261000,1.14,1.14,0,0,0,1
2009-01,2009,TAMPINES,5 ROOM,232,TAMPINES ST 21,232 TAMPINES ST 21,07 TO 09,8,125,Improved,1985,75,400000,0.65,0.65,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,235,TAMPINES ST 21,235 TAMPINES ST 21,04 TO 06,5,103,Model A,1993,83,345000,0.59,0.59,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,269,TAMPINES ST 21,269 TAMPINES ST 21,04 TO 06,5,158,Adjoined flat,1984,74,515000,0.78,0.78,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,253,TAMPINES ST 21,253 TAMPINES ST 21,07 TO 09,8,104,Model A,1984,74,375000,0.57,0.57,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,426,TAMPINES ST 41,426 TAMPINES ST 41,01 TO 03,2,154,Maisonette,1986,76,428000,0.74,0.74,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,421,TAMPINES ST 41,421 TAMPINES ST 41,07 TO 09,8,108,Model A,1985,75,331000,0.57,0.57,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,417,TAMPINES ST 41,417 TAMPINES ST 41,01 TO 03,2,60,Improved,1985,75,233000,0.62,0.62,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,237,TAMPINES ST 21,237 TAMPINES ST 21,07 TO 09,8,105,Model A,1984,74,368000,0.46,0.46,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,246,TAMPINES ST 21,246 TAMPINES ST 21,07 TO 09,8,67,New Generation,1984,74,270888,0.53,0.53,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,243,TAMPINES ST 21,243 TAMPINES ST 21,10 TO 12,11,74,Model A,1984,74,290000,0.47,0.47,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,240,TAMPINES ST 21,240 TAMPINES ST 21,04 TO 06,5,105,Model A,1984,74,378000,0.47,0.47,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,245,TAMPINES ST 21,245 TAMPINES ST 21,04 TO 06,5,150,Maisonette,1984,74,580000,0.44,0.44,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,166,TAMPINES ST 12,166 TAMPINES ST 12,04 TO 06,5,107,Model A,1984,74,377000,0.8,0.8,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,412,TAMPINES ST 41,412 TAMPINES ST 41,04 TO 06,5,69,Improved,1985,75,261000,0.6,0.6,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,159,TAMPINES ST 12,159 TAMPINES ST 12,07 TO 09,8,91,New Generation,1984,74,347000,0.56,0.56,1,0,1,1
2009-01,2009,TAMPINES,3 ROOM,406,TAMPINES ST 41,406 TAMPINES ST 41,10 TO 12,11,64,Simplified,1986,76,250000,0.46,0.46,0,0,1,1
2009-01,2009,TAMPINES,3 ROOM,408,TAMPINES ST 41,408 TAMPINES ST 41,04 TO 06,5,69,Improved,1985,75,259000,0.47,0.47,1,0,1,1
2009-01,2009,TAMPINES,4 ROOM,503,TAMPINES CTRL 1,503 TAMPINES CTRL 1,07 TO 09,8,96,New Generation,1990,80,355000,0.33,0.33,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,401,TAMPINES ST 41,401 TAMPINES ST 41,07 TO 09,8,84,Simplified,1985,75,275000,0.29,0.29,0,0,1,1
2009-01,2009,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,149 TAMPINES ST 12,04 TO 06,5,150,Maisonette,1984,74,518000,0.42,0.42,0,1,1,1
2009-01,2009,TAMPINES,EXECUTIVE,149,TAMPINES ST 12,149 TAMPINES ST 12,04 TO 06,5,142,Apartment,1984,74,528000,0.42,0.42,0,1,1,1
2009-01,2009,TAMPINES,EXECUTIVE,940,TAMPINES AVE 5,940 TAMPINES AVE 5,04 TO 06,5,146,Maisonette,1989,79,485000,0.52,0.69,1,1,1,1
2009-01,2009,TAMPINES,5 ROOM,926,TAMPINES ST 91,926 TAMPINES ST 91,04 TO 06,5,133,Model A,1983,73,395000,0.25,1.06,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,921,TAMPINES ST 91,921 TAMPINES ST 91,01 TO 03,2,106,Model A,1984,74,322000,0.39,0.81,1,1,1,1
2009-01,2009,TAMPINES,4 ROOM,921,TAMPINES ST 91,921 TAMPINES ST 91,04 TO 06,5,104,Model A,1984,74,312000,0.39,0.81,1,1,1,1
2009-01,2009,TAMPINES,4 ROOM,906,TAMPINES AVE 4,906 TAMPINES AVE 4,01 TO 03,2,108,Model A,1983,73,336000,0.58,0.61,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,914,TAMPINES ST 91,914 TAMPINES ST 91,13 TO 15,14,73,Model A,1984,74,251000,0.41,0.78,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,915,TAMPINES ST 91,915 TAMPINES ST 91,13 TO 15,14,73,Model A,1984,74,274000,0.36,0.82,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,909,TAMPINES AVE 4,909 TAMPINES AVE 4,01 TO 03,2,79,Model A,1984,74,260000,0.53,0.68,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,933,TAMPINES ST 91,933 TAMPINES ST 91,07 TO 09,8,107,Model A,1985,75,290000,0.04,1.19,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,933,TAMPINES ST 91,933 TAMPINES ST 91,01 TO 03,2,104,Model A,1985,75,307000,0.04,1.19,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,804,TAMPINES AVE 4,804 TAMPINES AVE 4,04 TO 06,5,121,Improved,1984,74,360000,0.11,1.21,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,812,TAMPINES AVE 4,812 TAMPINES AVE 4,01 TO 03,2,92,New Generation,1984,74,272000,0.2,1.1,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,812,TAMPINES AVE 4,812 TAMPINES AVE 4,07 TO 09,8,92,New Generation,1984,74,300000,0.2,1.1,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,854,TAMPINES ST 82,854 TAMPINES ST 82,04 TO 06,5,74,Model A,1985,75,239000,0.75,0.75,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,807,TAMPINES AVE 4,807 TAMPINES AVE 4,10 TO 12,11,73,Model A,1984,74,250000,0.26,1.28,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,808,TAMPINES AVE 4,808 TAMPINES AVE 4,01 TO 03,2,108,Model A,1984,74,320000,0.29,1.24,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,719,TAMPINES ST 72,719 TAMPINES ST 72,01 TO 03,2,119,Improved,1997,87,418000,0.88,0.88,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,842,TAMPINES ST 82,842 TAMPINES ST 82,01 TO 03,2,84,Simplified,1986,76,265000,0.75,0.88,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,832,TAMPINES ST 82,832 TAMPINES ST 82,01 TO 03,2,104,Model A,1984,74,313000,0.61,1.02,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,832,TAMPINES ST 82,832 TAMPINES ST 82,13 TO 15,14,104,Model A,1984,74,343000,0.61,1.02,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,832,TAMPINES ST 82,832 TAMPINES ST 82,10 TO 12,11,84,Simplified,1984,74,308000,0.61,1.02,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,855,TAMPINES ST 83,855 TAMPINES ST 83,10 TO 12,11,122,Improved,1987,77,388000,0.86,0.86,1,1,1,1
2009-01,2009,TAMPINES,5 ROOM,855,TAMPINES ST 83,855 TAMPINES ST 83,07 TO 09,8,122,Improved,1987,77,375000,0.86,0.86,1,1,1,1
2009-01,2009,TAMPINES,4 ROOM,836,TAMPINES ST 82,836 TAMPINES ST 82,04 TO 06,5,105,Model A,1985,75,318000,0.67,1.01,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,897A,TAMPINES ST 81,897A TAMPINES ST 81,04 TO 06,5,74,Model A,1988,78,240000,0.41,1.21,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,717,TAMPINES ST 72,717 TAMPINES ST 72,04 TO 06,5,100,Model A,1997,87,352000,0.98,0.98,0,0,1,1
2009-01,2009,TAMPINES,4 ROOM,845,TAMPINES ST 83,845 TAMPINES ST 83,04 TO 06,5,105,Model A,1987,77,316000,0.84,0.97,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,898,TAMPINES ST 81,898 TAMPINES ST 81,10 TO 12,11,74,Model A,1988,78,264000,0.45,1.26,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,898A,TAMPINES ST 81,898A TAMPINES ST 81,10 TO 12,11,104,Model A,1988,78,352000,0.44,1.32,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,843,TAMPINES ST 83,843 TAMPINES ST 83,07 TO 09,8,84,Simplified,1988,78,279000,0.79,0.97,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,843,TAMPINES ST 83,843 TAMPINES ST 83,07 TO 09,8,122,Improved,1988,78,355000,0.79,0.97,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,843,TAMPINES ST 83,843 TAMPINES ST 83,07 TO 09,8,122,Improved,1988,78,349000,0.79,0.97,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,865,TAMPINES ST 83,865 TAMPINES ST 83,04 TO 06,5,104,Model A,1989,79,310000,0.98,0.98,0,1,1,1
2009-01,2009,TAMPINES,5 ROOM,733,TAMPINES ST 71,733 TAMPINES ST 71,10 TO 12,11,120,Improved,1997,87,450000,1.04,1.04,0,1,0,1
2009-01,2009,TAMPINES,3 ROOM,827,TAMPINES ST 81,827 TAMPINES ST 81,01 TO 03,2,67,New Generation,1987,77,224000,0.7,1.19,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,883,TAMPINES ST 84,883 TAMPINES ST 84,10 TO 12,11,74,Model A,1988,78,265000,0.94,1.19,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,883,TAMPINES ST 84,883 TAMPINES ST 84,10 TO 12,11,74,Model A,1988,78,267000,0.94,1.19,0,1,1,1
2009-01,2009,TAMPINES,3 ROOM,885,TAMPINES ST 83,885 TAMPINES ST 83,10 TO 12,11,74,Model A,1987,77,258000,0.88,1.22,0,1,1,1
2009-01,2009,TAMPINES,EXECUTIVE,874A,TAMPINES ST 84,874A TAMPINES ST 84,04 TO 06,5,142,Apartment,1989,79,474000,1.09,1.22,0,1,0,1
2009-01,2009,TAMPINES,3 ROOM,875,TAMPINES ST 84,875 TAMPINES ST 84,10 TO 12,11,74,Model A,1988,78,268000,1.08,1.27,0,1,0,1
2009-01,2009,TAMPINES,5 ROOM,887,TAMPINES ST 81,887 TAMPINES ST 81,07 TO 09,8,127,Improved,1988,78,370000,0.89,1.33,0,1,1,1
2009-01,2009,TAMPINES,4 ROOM,877,TAMPINES ST 84,877 TAMPINES ST 84,10 TO 12,11,103,Model A,1988,78,325000,1.1,1.31,0,1,0,1
2009-01,2009,TAMPINES,4 ROOM,888,TAMPINES ST 81,888 TAMPINES ST 81,10 TO 12,11,108,Model A,1988,78,358000,1.01,1.41,0,1,0,1
2009-01,2009,TAMPINES,4 ROOM,891A,TAMPINES AVE 8,891A TAMPINES AVE 8,10 TO 12,11,101,Model A,1997,87,383000,0.91,1.52,0,1,1,1
2009-02,2009,TAMPINES,4 ROOM,346,TAMPINES ST 33,346 TAMPINES ST 33,01 TO 03,2,107,Model A,1996,86,329000,1.03,2.2,0,0,0,1
2009-02,2009,TAMPINES,4 ROOM,342,TAMPINES ST 33,342 TAMPINES ST 33,07 TO 09,8,111,Model A,1995,85,330000,0.98,2.14,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,359,TAMPINES ST 34,359 TAMPINES ST 34,04 TO 06,5,107,Model A,1996,86,325000,0.79,2.09,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,358,TAMPINES ST 33,358 TAMPINES ST 33,01 TO 03,2,129,Improved,1996,86,370000,0.72,1.99,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,497H,TAMPINES ST 45,497H TAMPINES ST 45,01 TO 03,2,109,Premium Apartment,1996,86,344000,0.72,1.96,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,364,TAMPINES ST 34,364 TAMPINES ST 34,07 TO 09,8,121,Improved,1997,87,380000,0.6,1.89,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,338,TAMPINES ST 33,338 TAMPINES ST 33,10 TO 12,11,135,Model A,1995,85,395000,0.73,1.88,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,498B,TAMPINES ST 45,498B TAMPINES ST 45,04 TO 06,5,106,Premium Apartment,1997,87,355000,0.69,1.85,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,374,TAMPINES ST 34,374 TAMPINES ST 34,01 TO 03,2,105,Model A,1995,85,320000,0.43,1.73,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,497C,TAMPINES ST 45,497C TAMPINES ST 45,07 TO 09,8,131,Premium Apartment,1996,86,420000,0.5,1.77,0,0,1,1
2009-02,2009,TAMPINES,EXECUTIVE,328,TAMPINES ST 32,328 TAMPINES ST 32,04 TO 06,5,147,Apartment,1995,85,490000,0.52,1.73,0,0,1,1
2009-02,2009,TAMPINES,EXECUTIVE,498G,TAMPINES ST 45,498G TAMPINES ST 45,07 TO 09,8,147,Premium Maisonette,1997,87,534500,0.79,1.86,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,487C,TAMPINES ST 45,487C TAMPINES ST 45,07 TO 09,8,105,Model A,1990,80,330000,0.62,1.77,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,487A,TAMPINES AVE 9,487A TAMPINES AVE 9,10 TO 12,11,114,Model A,1989,79,353000,0.52,1.72,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,390,TAMPINES AVE 7,390 TAMPINES AVE 7,04 TO 06,5,124,Improved,1994,84,390000,0.34,1.64,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,498L,TAMPINES ST 45,498L TAMPINES ST 45,04 TO 06,5,125,Premium Apartment,1997,87,419000,0.75,1.78,0,0,1,1
2009-02,2009,TAMPINES,EXECUTIVE,313,TAMPINES ST 33,313 TAMPINES ST 33,01 TO 03,2,145,Apartment,1993,83,462500,0.53,1.59,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,489C,TAMPINES ST 45,489C TAMPINES ST 45,10 TO 12,11,121,Improved,1989,79,375000,0.66,1.67,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,307,TAMPINES ST 32,307 TAMPINES ST 32,04 TO 06,5,124,Improved,1993,83,372000,0.41,1.51,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,318,TAMPINES ST 33,318 TAMPINES ST 33,04 TO 06,5,107,Model A,1995,85,337000,0.53,1.49,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,394,TAMPINES AVE 7,394 TAMPINES AVE 7,04 TO 06,5,127,Improved,1994,84,380000,0.19,1.44,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,395,TAMPINES AVE 7,395 TAMPINES AVE 7,04 TO 06,5,107,Model A,1994,84,320500,0.15,1.43,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,301,TAMPINES ST 32,301 TAMPINES ST 32,04 TO 06,5,105,Model A,1993,83,346000,0.33,1.4,0,0,1,1
2009-02,2009,TAMPINES,MULTI-GENERATION,460,TAMPINES ST 42,460 TAMPINES ST 42,04 TO 06,5,166,Multi Generation,1987,77,528000,0.24,1.38,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,458,TAMPINES ST 42,458 TAMPINES ST 42,10 TO 12,11,122,Improved,1988,78,300000,0.2,1.33,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,456,TAMPINES ST 42,456 TAMPINES ST 42,04 TO 06,5,84,Simplified,1987,77,290000,0.16,1.31,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,288,TAMPINES ST 22,288 TAMPINES ST 22,04 TO 06,5,133,Model A,1984,74,376500,0.82,1.45,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,491H,TAMPINES ST 45,491H TAMPINES ST 45,07 TO 09,8,123,Improved,1993,83,370000,0.74,1.51,0,0,1,1
2009-02,2009,TAMPINES,3 ROOM,287,TAMPINES ST 22,287 TAMPINES ST 22,10 TO 12,11,74,Model A,1984,74,260000,0.77,1.39,0,0,1,1
2009-02,2009,TAMPINES,3 ROOM,287,TAMPINES ST 22,287 TAMPINES ST 22,01 TO 03,2,74,Model A,1984,74,261000,0.77,1.39,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,492D,TAMPINES ST 45,492D TAMPINES ST 45,07 TO 09,8,124,Improved,1993,83,370000,0.83,1.53,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,210,TAMPINES ST 23,210 TAMPINES ST 23,01 TO 03,2,125,Improved,1985,75,365000,0.24,1.26,0,0,1,1
2009-02,2009,TAMPINES,5 ROOM,455,TAMPINES ST 42,455 TAMPINES ST 42,07 TO 09,8,122,Improved,1988,78,378000,0.16,1.24,0,0,1,1
2009-02,2009,TAMPINES,4 ROOM,214,TAMPINES ST 23,214 TAMPINES ST 23,10 TO 12,11,96,New Generation,1985,75,285000,0.21,1.17,0,0,1,1
2009-02,2009,TAMPINES,3 ROOM,214,TAMPINES ST 23,214 TAMPINES ST 23,10 TO 12,11,67,New Generation,1985,75,243000,0.21,1.17,0,0,1,1
